Warehouse_block,Shipment_mode,Customer_care_calls,Customer_rating,Product_Cost,Prior_purchases,Product_importance,Gender,Discount_offered,Weights_gms,Delivery_status,Delay_flag,Discount_category,Weight_Category
C,Ship,4,1,155,3,medium,M,9,4443,Delayed,1,Low,Medium
F,Ship,3,5,156,2,medium,F,8,5848,Delayed,1,Low,Medium
D,Ship,5,2,169,5,medium,F,2,4542,Delayed,1,Low,Medium
F,Ship,4,5,241,4,medium,F,10,4126,On Time,0,Low,Medium
A,Ship,4,5,199,4,medium,M,1,5585,On Time,0,Low,Medium
B,Ship,4,3,184,3,low,F,9,5602,Delayed,1,Low,Medium
C,Ship,3,3,221,3,low,F,5,4388,Delayed,1,Low,Medium
F,Ship,4,3,258,3,medium,F,7,4887,On Time,0,Low,Medium
D,Ship,5,4,193,3,medium,M,3,4559,Delayed,1,Low,Medium
F,Ship,2,2,156,4,high,M,9,4184,On Time,0,Low,Medium
A,Ship,4,2,201,3,medium,F,4,4613,Delayed,1,Low,Medium
B,Ship,4,2,171,3,medium,M,4,5859,Delayed,1,Low,Medium
C,Ship,3,4,193,6,low,M,2,5584,Delayed,1,Low,Medium
F,Ship,5,2,254,2,medium,M,4,4180,On Time,0,Low,Medium
D,Ship,4,4,251,3,medium,F,9,5350,On Time,0,Low,Medium
F,Ship,5,3,171,3,low,F,7,4946,Delayed,1,Low,Medium
A,Ship,4,1,243,3,medium,M,10,5832,Delayed,1,Low,Medium
B,Ship,3,4,253,3,medium,M,4,4269,Delayed,1,Low,Medium
C,Ship,3,5,137,3,low,M,3,5497,On Time,0,Low,Medium
F,Ship,5,2,149,2,low,F,6,4661,Delayed,1,Low,Medium
D,Ship,4,1,183,3,low,M,3,5178,On Time,0,Low,Medium
F,Ship,4,5,171,3,low,F,10,4752,On Time,0,Low,Medium
A,Ship,4,5,102,5,low,F,3,5767,Delayed,1,Low,Medium
B,Ship,3,3,249,4,low,M,7,5868,On Time,0,Low,Medium
C,Ship,3,4,255,3,medium,F,10,5291,On Time,0,Low,Medium
F,Ship,3,1,150,2,low,F,6,5697,Delayed,1,Low,Medium
D,Ship,4,4,169,4,medium,F,8,5493,Delayed,1,Low,Medium
F,Ship,4,1,208,3,medium,F,8,4890,On Time,0,Low,Medium
A,Ship,3,3,154,4,high,F,2,4921,On Time,0,Low,Medium
B,Ship,2,2,101,5,medium,F,6,4196,Delayed,1,Low,Medium
C,Ship,5,1,203,3,low,M,10,4750,Delayed,1,Low,Medium
F,Ship,5,3,234,6,medium,F,8,5003,Delayed,1,Low,Medium
D,Ship,3,1,133,4,medium,F,6,5162,Delayed,1,Low,Medium
F,Ship,3,3,222,4,low,F,6,5284,On Time,0,Low,Medium
A,Ship,3,5,258,3,low,F,5,4494,Delayed,1,Low,Medium
B,Ship,3,5,251,3,low,M,1,5073,Delayed,1,Low,Medium
C,Ship,4,2,241,6,medium,M,5,4880,On Time,0,Low,Medium
F,Ship,4,1,164,4,medium,M,3,5318,On Time,0,Low,Medium
D,Ship,5,4,273,2,low,F,1,5008,On Time,0,Low,Medium
F,Ship,3,1,266,3,low,M,6,4010,Delayed,1,Low,Medium
A,Ship,4,2,144,5,low,F,3,5807,On Time,0,Low,Medium
B,Ship,2,1,208,2,low,M,10,4671,On Time,0,Low,Medium
C,Ship,2,4,178,4,medium,F,8,4620,Delayed,1,Low,Medium
F,Ship,3,3,246,4,low,F,3,4316,Delayed,1,Low,Medium
D,Ship,3,1,131,6,medium,M,8,5352,Delayed,1,Low,Medium
F,Ship,2,2,156,3,low,F,5,4151,On Time,0,Low,Medium
A,Ship,3,2,222,4,medium,M,10,5720,Delayed,1,Low,Medium
B,Ship,3,3,275,3,medium,M,7,4968,Delayed,1,Low,Medium
C,Ship,3,2,212,3,medium,M,10,4117,Delayed,1,Low,Medium
F,Ship,5,4,275,2,medium,M,7,5292,Delayed,1,Low,Medium
D,Ship,5,1,189,2,medium,M,8,5219,Delayed,1,Low,Medium
F,Ship,3,4,171,3,low,M,10,4839,Delayed,1,Low,Medium
A,Ship,3,1,242,5,low,F,3,4026,Delayed,1,Low,Medium
B,Ship,3,5,247,3,medium,F,7,4966,Delayed,1,Low,Medium
C,Ship,3,3,149,2,low,M,8,4556,Delayed,1,Low,Medium
F,Ship,3,3,190,3,low,F,9,5279,Delayed,1,Low,Medium
D,Ship,3,2,189,2,low,M,6,4488,On Time,0,Low,Medium
F,Ship,3,2,153,4,high,M,7,4750,On Time,0,Low,Medium
A,Ship,4,1,173,2,low,M,5,4688,Delayed,1,Low,Medium
B,Ship,5,3,117,4,low,F,3,5078,Delayed,1,Low,Medium
C,Ship,6,5,204,3,medium,M,7,4119,Delayed,1,Low,Medium
F,Ship,3,1,274,4,low,M,3,5979,Delayed,1,Low,Medium
D,Ship,6,1,276,2,low,M,10,5108,Delayed,1,Low,Medium
F,Ship,3,1,189,4,low,F,4,4785,Delayed,1,Low,Medium
A,Ship,3,2,204,2,low,F,2,5033,On Time,0,Low,Medium
B,Ship,3,3,229,3,medium,F,8,4549,Delayed,1,Low,Medium
C,Ship,3,1,257,2,medium,F,2,5815,Delayed,1,Low,Medium
F,Ship,4,5,184,3,low,M,5,4039,On Time,0,Low,Medium
D,Ship,3,5,157,4,medium,F,2,4640,Delayed,1,Low,Medium
F,Ship,4,3,173,3,medium,M,5,5331,On Time,0,Low,Medium
A,Ship,3,2,236,2,medium,M,2,4239,On Time,0,Low,Medium
B,Ship,4,1,234,3,low,M,2,4282,Delayed,1,Low,Medium
C,Ship,4,4,237,3,medium,M,2,4760,Delayed,1,Low,Medium
F,Road,4,5,191,2,low,M,10,5068,On Time,0,Low,Medium
D,Road,4,4,222,3,medium,M,2,5140,Delayed,1,Low,Medium
F,Road,4,4,153,2,low,F,8,4248,Delayed,1,Low,Medium
A,Road,4,1,224,2,medium,M,2,4581,On Time,0,Low,Medium
B,Road,5,4,201,2,low,M,5,5593,On Time,0,Low,Medium
C,Road,4,2,169,3,low,M,10,4309,On Time,0,Low,Medium
F,Road,3,2,133,5,medium,M,9,5744,On Time,0,Low,Medium
D,Road,4,4,146,2,medium,F,5,4356,Delayed,1,Low,Medium
F,Road,4,1,230,3,low,M,8,4107,On Time,0,Low,Medium
A,Road,3,1,195,5,low,F,4,4034,Delayed,1,Low,Medium
B,Road,4,4,204,3,low,F,9,4757,Delayed,1,Low,Medium
C,Road,6,2,191,6,medium,M,7,5333,On Time,0,Low,Medium
F,Road,5,5,199,3,high,M,6,5547,On Time,0,Low,Medium
D,Road,3,4,192,4,medium,M,3,4030,Delayed,1,Low,Medium
F,Road,3,1,187,2,low,F,10,5064,On Time,0,Low,Medium
A,Road,3,1,236,3,medium,F,8,5341,On Time,0,Low,Medium
B,Road,4,5,176,3,high,F,1,5096,On Time,0,Low,Medium
C,Road,6,2,239,4,medium,F,7,4589,Delayed,1,Low,Medium
F,Road,4,4,280,3,medium,M,5,5624,Delayed,1,Low,Medium
D,Road,5,5,184,2,medium,M,9,4649,On Time,0,Low,Medium
F,Road,3,2,145,2,low,M,3,4409,Delayed,1,Low,Medium
A,Road,6,5,248,3,low,F,3,5709,On Time,0,Low,Medium
B,Flight,2,4,184,5,medium,M,9,5812,Delayed,1,Low,Medium
C,Flight,4,5,265,2,low,M,9,5040,Delayed,1,Low,Medium
F,Flight,5,1,170,4,medium,M,4,5113,On Time,0,Low,Medium
D,Flight,2,1,181,4,low,F,2,4747,Delayed,1,Low,Medium
F,Flight,3,4,166,4,low,F,1,5533,On Time,0,Low,Medium
A,Flight,4,4,137,4,medium,F,5,5095,Delayed,1,Low,Medium
B,Flight,4,1,173,5,low,F,5,5049,On Time,0,Low,Medium
C,Flight,4,3,249,4,medium,M,10,5614,Delayed,1,Low,Medium
F,Flight,5,4,205,3,low,F,3,4157,On Time,0,Low,Medium
D,Flight,4,5,251,5,high,M,8,4573,Delayed,1,Low,Medium
F,Flight,4,5,249,3,low,F,7,5509,Delayed,1,Low,Medium
A,Flight,4,3,177,3,low,F,7,4834,On Time,0,Low,Medium
B,Flight,3,5,268,3,low,M,7,4910,Delayed,1,Low,Medium
C,Flight,6,1,215,4,low,M,1,4581,On Time,0,Low,Medium
F,Flight,4,1,149,3,low,M,2,4499,Delayed,1,Low,Medium
D,Flight,4,4,132,3,medium,F,5,4613,Delayed,1,Low,Medium
F,Flight,3,1,246,3,low,F,10,4707,On Time,0,Low,Medium
A,Flight,3,4,155,3,medium,M,9,5718,On Time,0,Low,Medium
B,Flight,5,3,206,2,medium,M,7,4531,On Time,0,Low,Medium
C,Flight,4,2,134,3,medium,F,1,4064,On Time,0,Low,Medium
F,Flight,5,2,255,2,medium,M,9,5609,Delayed,1,Low,Medium
D,Flight,3,1,168,4,medium,F,9,5136,Delayed,1,Low,Medium
F,Ship,4,1,140,2,low,M,8,4926,Delayed,1,Low,Medium
A,Ship,5,3,191,3,high,F,6,4244,Delayed,1,Low,Medium
B,Ship,4,3,231,3,medium,F,8,5069,On Time,0,Low,Medium
C,Ship,3,3,264,2,low,M,2,4350,Delayed,1,Low,Medium
F,Ship,5,3,137,3,low,M,6,5357,Delayed,1,Low,Medium
D,Ship,5,3,170,3,medium,F,4,4446,On Time,0,Low,Medium
F,Ship,4,4,256,3,low,F,5,5399,Delayed,1,Low,Medium
A,Ship,5,1,176,6,medium,M,9,4839,On Time,0,Low,Medium
B,Ship,3,2,198,4,low,F,3,4172,On Time,0,Low,Medium
C,Ship,4,1,272,2,low,M,1,5666,Delayed,1,Low,Medium
F,Ship,4,4,149,3,medium,F,2,4241,On Time,0,Low,Medium
D,Ship,5,3,192,7,medium,M,10,5976,Delayed,1,Low,Medium
F,Ship,6,5,117,7,medium,M,6,5529,On Time,0,Low,Medium
A,Ship,2,4,180,2,low,F,6,5579,Delayed,1,Low,Medium
B,Ship,3,2,158,2,medium,F,8,5907,Delayed,1,Low,Medium
C,Ship,5,2,266,10,high,M,9,4784,On Time,0,Low,Medium
F,Ship,6,3,304,4,low,M,3,1752,On Time,0,Low,Light
D,Ship,6,3,244,5,medium,F,1,1847,On Time,0,Low,Light
F,Ship,7,4,301,4,low,F,1,1150,Delayed,1,Low,Light
A,Ship,4,2,275,5,medium,M,5,1900,Delayed,1,Low,Light
B,Ship,5,5,236,5,low,M,3,1933,On Time,0,Low,Light
C,Ship,6,1,286,4,medium,M,10,1177,On Time,0,Low,Light
F,Ship,5,5,238,6,low,M,3,1351,Delayed,1,Low,Light
D,Ship,7,1,300,4,medium,F,10,1148,On Time,0,Low,Light
F,Ship,6,4,292,4,medium,M,8,1779,On Time,0,Low,Light
A,Ship,5,1,172,2,low,F,9,1723,Delayed,1,Low,Light
B,Ship,2,4,181,5,medium,F,9,1368,Delayed,1,Low,Light
C,Ship,7,3,289,4,low,F,3,1037,On Time,0,Low,Light
F,Ship,7,3,256,4,medium,M,4,1628,Delayed,1,Low,Light
D,Ship,4,4,251,5,medium,F,2,1329,On Time,0,Low,Light
F,Ship,6,5,245,4,low,M,2,1832,On Time,0,Low,Light
A,Ship,4,4,140,2,low,M,6,4703,Delayed,1,Low,Medium
B,Ship,5,4,191,3,high,F,7,4435,On Time,0,Low,Medium
C,Ship,4,3,231,3,medium,M,8,4991,Delayed,1,Low,Medium
F,Ship,3,2,264,2,low,M,6,5702,On Time,0,Low,Medium
D,Ship,5,2,137,3,low,F,1,5242,Delayed,1,Low,Medium
F,Ship,5,3,170,3,medium,M,6,5226,Delayed,1,Low,Medium
A,Ship,4,1,256,3,low,M,6,5818,Delayed,1,Low,Medium
B,Ship,5,4,176,6,medium,M,9,4605,Delayed,1,Low,Medium
C,Ship,3,5,198,4,low,F,10,4829,Delayed,1,Low,Medium
F,Ship,4,1,272,2,low,M,2,5022,Delayed,1,Low,Medium
D,Ship,4,3,149,3,medium,F,5,4031,Delayed,1,Low,Medium
F,Ship,5,2,192,7,medium,M,2,4045,On Time,0,Low,Medium
A,Ship,6,1,117,7,medium,F,4,4211,Delayed,1,Low,Medium
B,Ship,2,4,180,2,low,F,5,4010,On Time,0,Low,Medium
C,Ship,3,2,158,2,medium,M,9,4881,Delayed,1,Low,Medium
F,Ship,5,5,266,10,high,F,2,5890,Delayed,1,Low,Medium
D,Ship,6,3,304,4,low,M,5,1215,On Time,0,Low,Light
F,Ship,6,3,244,5,medium,F,4,1121,On Time,0,Low,Light
A,Ship,7,2,301,4,low,M,1,1339,Delayed,1,Low,Light
B,Ship,4,3,275,5,medium,M,5,1329,Delayed,1,Low,Light
C,Ship,5,4,236,5,low,M,1,1682,Delayed,1,Low,Light
F,Ship,6,5,286,4,medium,F,3,1773,On Time,0,Low,Light
D,Ship,5,1,238,6,low,F,9,1192,Delayed,1,Low,Light
F,Ship,7,2,300,4,medium,M,3,1070,On Time,0,Low,Light
A,Ship,6,4,292,4,medium,F,1,1372,On Time,0,Low,Light
B,Ship,5,2,172,2,low,F,2,1680,Delayed,1,Low,Light
C,Ship,2,5,181,5,medium,F,5,1043,Delayed,1,Low,Light
F,Ship,7,5,289,4,low,F,10,1074,On Time,0,Low,Light
D,Ship,7,5,256,4,medium,F,2,1396,Delayed,1,Low,Light
F,Ship,4,5,251,5,medium,F,6,1434,Delayed,1,Low,Light
A,Ship,6,4,279,4,low,F,1,1621,Delayed,1,Low,Light
B,Ship,6,5,271,4,low,M,3,1710,On Time,0,Low,Light
C,Ship,4,2,258,5,medium,M,1,1920,Delayed,1,Low,Light
F,Ship,6,5,245,4,low,F,7,1521,Delayed,1,Low,Light
D,Ship,6,4,296,4,low,M,7,1969,Delayed,1,Low,Light
F,Ship,5,3,267,5,low,F,1,1505,Delayed,1,Low,Light
A,Ship,6,5,268,4,medium,M,2,1462,Delayed,1,Low,Light
B,Ship,7,2,277,5,low,F,1,1700,On Time,0,Low,Light
C,Ship,6,2,259,4,low,M,5,1771,On Time,0,Low,Light
F,Ship,5,1,275,5,low,F,3,1062,Delayed,1,Low,Light
D,Ship,6,5,298,4,low,M,3,1009,On Time,0,Low,Light
F,Ship,5,2,243,5,medium,F,4,1013,On Time,0,Low,Light
A,Ship,7,3,255,4,medium,F,4,1373,Delayed,1,Low,Light
B,Ship,4,3,232,5,low,F,9,1856,Delayed,1,Low,Light
C,Ship,6,5,254,4,medium,M,4,1887,On Time,0,Low,Light
F,Ship,4,1,234,5,low,M,3,1134,Delayed,1,Low,Light
D,Ship,6,1,303,4,low,F,9,1080,Delayed,1,Low,Light
F,Ship,6,3,262,4,low,F,5,1563,Delayed,1,Low,Light
A,Ship,5,5,218,5,medium,F,7,1692,Delayed,1,Low,Light
B,Ship,4,5,241,5,low,M,2,1043,Delayed,1,Low,Light
C,Ship,6,3,267,4,medium,M,1,1942,On Time,0,Low,Light
F,Ship,7,1,301,4,low,F,6,1052,On Time,0,Low,Light
D,Ship,5,4,221,5,low,F,8,1927,On Time,0,Low,Light
F,Ship,6,5,275,4,low,M,2,1700,On Time,0,Low,Light
A,Ship,6,4,292,4,medium,M,5,1793,Delayed,1,Low,Light
B,Ship,5,4,245,6,medium,M,9,1660,Delayed,1,Low,Light
C,Ship,6,3,301,5,low,F,2,1452,On Time,0,Low,Light
F,Ship,6,3,245,4,medium,M,3,1772,On Time,0,Low,Light
D,Ship,7,5,288,4,low,F,1,1269,On Time,0,Low,Light
F,Ship,6,3,274,4,low,F,5,1452,Delayed,1,Low,Light
A,Ship,4,2,231,5,low,F,2,1465,On Time,0,Low,Light
B,Ship,6,3,310,5,low,M,6,1139,Delayed,1,Low,Light
C,Road,5,3,256,6,medium,M,3,1441,Delayed,1,Low,Light
F,Road,6,5,281,4,medium,M,5,1484,Delayed,1,Low,Light
D,Road,6,3,264,4,medium,F,3,1498,On Time,0,Low,Light
F,Road,7,3,274,5,low,F,9,1764,Delayed,1,Low,Light
A,Road,5,2,272,5,low,M,8,1317,Delayed,1,Low,Light
B,Road,4,5,257,5,medium,M,6,1008,Delayed,1,Low,Light
C,Road,6,3,310,4,low,F,2,1189,Delayed,1,Low,Light
F,Road,5,2,249,6,low,M,8,1170,On Time,0,Low,Light
D,Road,7,5,244,4,low,M,2,1330,On Time,0,Low,Light
F,Road,4,3,219,6,medium,F,2,1634,Delayed,1,Low,Light
A,Road,7,1,264,4,medium,F,2,1540,Delayed,1,Low,Light
B,Road,4,5,217,5,low,F,3,1572,On Time,0,Low,Light
C,Road,6,1,280,4,low,F,5,1624,Delayed,1,Low,Light
F,Road,4,2,247,5,low,M,10,1515,Delayed,1,Low,Light
D,Road,3,4,270,6,low,F,7,4098,On Time,0,Low,Medium
F,Road,4,5,248,3,low,F,2,5310,On Time,0,Low,Medium
A,Road,4,3,167,2,medium,F,1,5409,On Time,0,Low,Medium
B,Road,4,5,268,3,medium,M,9,5521,On Time,0,Low,Medium
C,Road,3,4,257,5,medium,M,10,4901,On Time,0,Low,Medium
F,Road,5,2,152,3,low,F,4,4770,On Time,0,Low,Medium
D,Road,4,2,147,3,low,M,3,4152,On Time,0,Low,Medium
F,Road,3,4,179,2,low,M,5,4882,On Time,0,Low,Medium
A,Flight,3,4,201,3,medium,M,10,4032,On Time,0,Low,Medium
B,Flight,3,2,140,3,medium,M,8,5724,Delayed,1,Low,Medium
C,Flight,5,1,139,3,medium,M,2,5632,Delayed,1,Low,Medium
F,Flight,4,1,152,5,medium,M,8,5711,Delayed,1,Low,Medium
D,Flight,6,4,171,5,medium,M,9,4376,On Time,0,Low,Medium
F,Flight,5,4,97,3,medium,F,8,4577,Delayed,1,Low,Medium
A,Flight,4,2,257,3,medium,M,8,5772,Delayed,1,Low,Medium
B,Flight,4,1,154,4,medium,M,1,5480,Delayed,1,Low,Medium
C,Flight,3,5,138,2,medium,M,1,4881,On Time,0,Low,Medium
F,Flight,5,5,173,2,low,M,7,4716,Delayed,1,Low,Medium
D,Flight,3,5,252,3,medium,F,8,4557,On Time,0,Low,Medium
F,Flight,5,2,251,2,low,M,2,4245,On Time,0,Low,Medium
A,Flight,3,5,223,4,high,F,7,5042,On Time,0,Low,Medium
B,Flight,5,2,261,3,high,M,3,5303,On Time,0,Low,Medium
C,Flight,4,2,111,2,high,F,4,5393,Delayed,1,Low,Medium
F,Flight,3,2,210,3,low,F,9,4731,On Time,0,Low,Medium
D,Flight,4,1,161,3,low,M,1,4789,Delayed,1,Low,Medium
F,Flight,3,4,143,3,low,M,10,5261,Delayed,1,Low,Medium
A,Flight,4,3,170,2,low,M,2,5607,Delayed,1,Low,Medium
B,Flight,2,5,151,3,medium,M,9,4767,On Time,0,Low,Medium
C,Flight,3,3,154,2,low,M,1,5884,On Time,0,Low,Medium
F,Flight,4,4,146,3,medium,F,6,4672,On Time,0,Low,Medium
D,Ship,5,1,238,5,low,F,5,5854,Delayed,1,Low,Medium
F,Ship,4,2,264,2,low,F,9,4490,Delayed,1,Low,Medium
A,Ship,4,5,196,3,low,F,4,5610,Delayed,1,Low,Medium
B,Ship,5,4,164,3,low,M,9,5135,On Time,0,Low,Medium
C,Ship,4,2,144,4,medium,F,2,4316,Delayed,1,Low,Medium
F,Ship,3,5,147,2,medium,M,6,4350,Delayed,1,Low,Medium
D,Ship,3,4,181,3,high,F,9,5470,Delayed,1,Low,Medium
F,Ship,4,3,212,3,low,F,1,4518,Delayed,1,Low,Medium
A,Ship,2,3,258,2,low,M,4,5052,On Time,0,Low,Medium
B,Ship,3,5,202,2,medium,F,8,4552,On Time,0,Low,Medium
C,Ship,4,5,143,3,medium,M,2,5286,On Time,0,Low,Medium
F,Ship,5,3,175,3,medium,F,7,5047,On Time,0,Low,Medium
D,Ship,5,1,135,3,low,F,10,5301,On Time,0,Low,Medium
F,Ship,2,5,249,3,low,F,3,4169,Delayed,1,Low,Medium
A,Ship,4,2,202,3,medium,M,7,5821,Delayed,1,Low,Medium
B,Ship,4,5,135,3,low,F,6,4557,Delayed,1,Low,Medium
C,Ship,3,2,268,4,low,M,6,4415,Delayed,1,Low,Medium
F,Ship,4,3,103,2,low,M,4,5146,Delayed,1,Low,Medium
D,Ship,6,4,225,4,medium,M,10,4723,Delayed,1,Low,Medium
F,Ship,6,5,211,6,low,M,3,4957,Delayed,1,Low,Medium
A,Ship,3,5,161,2,low,F,8,5021,Delayed,1,Low,Medium
B,Ship,4,4,155,2,medium,F,6,5942,Delayed,1,Low,Medium
C,Ship,5,2,182,4,medium,F,9,5159,Delayed,1,Low,Medium
F,Ship,5,5,124,3,low,M,10,4331,Delayed,1,Low,Medium
D,Ship,4,3,167,3,high,F,4,6000,On Time,0,Low,Medium
F,Ship,4,4,246,3,low,F,7,4090,Delayed,1,Low,Medium
A,Ship,3,2,196,5,medium,F,6,5692,Delayed,1,Low,Medium
B,Ship,3,5,211,2,low,F,5,5877,On Time,0,Low,Medium
C,Ship,2,1,234,4,medium,F,9,5075,Delayed,1,Low,Medium
F,Ship,3,5,174,6,low,M,6,5713,Delayed,1,Low,Medium
D,Ship,5,4,190,3,medium,F,4,4424,On Time,0,Low,Medium
F,Ship,4,1,255,3,medium,F,6,4313,On Time,0,Low,Medium
A,Ship,3,1,192,3,medium,M,4,4997,On Time,0,Low,Medium
B,Ship,5,2,174,3,low,F,10,5973,On Time,0,Low,Medium
C,Ship,3,1,263,3,medium,F,4,4208,Delayed,1,Low,Medium
F,Ship,5,5,251,2,high,F,3,4741,On Time,0,Low,Medium
D,Ship,5,3,223,3,low,F,2,4671,On Time,0,Low,Medium
F,Ship,3,3,168,2,low,M,1,5097,On Time,0,Low,Medium
A,Ship,3,4,213,3,high,M,7,5516,On Time,0,Low,Medium
B,Ship,4,3,99,6,medium,M,9,5903,Delayed,1,Low,Medium
C,Ship,4,4,267,3,medium,M,9,5254,Delayed,1,Low,Medium
F,Ship,5,1,183,3,medium,F,8,4531,Delayed,1,Low,Medium
D,Ship,4,4,180,3,low,M,3,5031,Delayed,1,Low,Medium
F,Ship,2,1,206,2,low,M,7,4721,Delayed,1,Low,Medium
A,Ship,4,2,216,3,low,M,10,4636,Delayed,1,Low,Medium
B,Ship,5,5,167,3,low,M,10,5591,Delayed,1,Low,Medium
C,Ship,3,2,162,3,medium,M,4,4812,On Time,0,Low,Medium
F,Ship,3,1,250,3,medium,F,6,5832,Delayed,1,Low,Medium
D,Ship,4,2,245,3,medium,M,1,4731,On Time,0,Low,Medium
F,Ship,3,4,226,3,low,F,7,4411,On Time,0,Low,Medium
A,Ship,5,1,226,2,medium,M,6,5395,Delayed,1,Low,Medium
B,Ship,5,4,222,2,high,M,8,4996,On Time,0,Low,Medium
C,Ship,4,1,177,2,low,M,2,5911,Delayed,1,Low,Medium
F,Ship,4,4,223,3,high,F,5,5654,Delayed,1,Low,Medium
D,Ship,5,5,210,6,low,M,3,5051,Delayed,1,Low,Medium
F,Ship,4,2,170,2,low,M,3,4299,Delayed,1,Low,Medium
A,Ship,5,5,135,4,low,M,8,5029,Delayed,1,Low,Medium
B,Ship,3,5,192,4,medium,F,7,4741,On Time,0,Low,Medium
C,Ship,4,2,204,3,medium,F,3,4001,Delayed,1,Low,Medium
F,Ship,3,4,244,3,medium,M,4,4458,Delayed,1,Low,Medium
D,Ship,3,2,255,4,low,F,8,5511,Delayed,1,Low,Medium
F,Ship,4,5,160,2,medium,F,8,5234,Delayed,1,Low,Medium
A,Ship,4,1,150,2,low,M,5,4133,Delayed,1,Low,Medium
B,Ship,4,2,242,6,medium,F,10,5655,On Time,0,Low,Medium
C,Ship,4,5,240,6,medium,F,9,5498,On Time,0,Low,Medium
F,Ship,2,4,246,2,low,M,10,5337,On Time,0,Low,Medium
D,Ship,3,1,232,2,low,F,3,4562,On Time,0,Low,Medium
F,Ship,4,3,274,3,low,F,5,4409,Delayed,1,Low,Medium
A,Ship,4,3,253,3,low,F,5,5703,Delayed,1,Low,Medium
B,Ship,5,1,229,4,medium,M,1,4584,On Time,0,Low,Medium
C,Ship,4,4,131,3,medium,F,10,4625,Delayed,1,Low,Medium
F,Ship,4,3,125,3,low,F,10,5883,Delayed,1,Low,Medium
D,Ship,3,3,201,3,low,F,2,5540,On Time,0,Low,Medium
F,Ship,4,4,207,3,medium,F,1,4019,Delayed,1,Low,Medium
A,Ship,3,1,144,2,medium,M,8,5378,On Time,0,Low,Medium
B,Ship,3,5,109,4,medium,F,4,4308,Delayed,1,Low,Medium
C,Ship,4,2,161,2,high,F,8,5654,On Time,0,Low,Medium
F,Ship,4,2,151,3,medium,M,3,5154,On Time,0,Low,Medium
D,Ship,3,3,149,4,low,F,2,5282,Delayed,1,Low,Medium
F,Ship,5,5,239,3,low,M,5,4122,Delayed,1,Low,Medium
A,Ship,4,3,287,5,medium,M,6,4376,On Time,0,Low,Medium
B,Ship,3,3,132,2,medium,F,8,5810,On Time,0,Low,Medium
C,Ship,5,2,165,5,medium,M,9,5313,Delayed,1,Low,Medium
F,Ship,5,4,143,2,low,M,1,5872,On Time,0,Low,Medium
D,Ship,4,4,262,3,medium,M,2,5429,Delayed,1,Low,Medium
F,Ship,5,3,201,6,low,F,3,4025,On Time,0,Low,Medium
A,Ship,4,3,213,4,medium,M,8,4220,Delayed,1,Low,Medium
B,Ship,2,3,269,2,low,M,3,5976,Delayed,1,Low,Medium
C,Ship,6,5,217,4,low,F,2,4073,Delayed,1,Low,Medium
F,Ship,4,3,133,2,low,F,10,4195,Delayed,1,Low,Medium
D,Ship,3,4,248,3,medium,M,7,5299,Delayed,1,Low,Medium
F,Ship,4,3,244,3,low,M,9,5339,Delayed,1,Low,Medium
A,Ship,4,1,197,3,high,M,9,4917,Delayed,1,Low,Medium
B,Road,5,5,268,4,low,F,9,4208,Delayed,1,Low,Medium
C,Road,5,5,203,4,low,M,6,4557,On Time,0,Low,Medium
F,Road,4,4,224,2,low,F,3,4817,Delayed,1,Low,Medium
D,Road,3,4,212,3,low,M,6,5935,On Time,0,Low,Medium
F,Road,5,4,208,6,medium,M,8,5098,Delayed,1,Low,Medium
A,Road,4,5,155,3,medium,M,3,5939,On Time,0,Low,Medium
B,Road,5,4,260,3,low,M,8,4535,Delayed,1,Low,Medium
C,Road,2,2,174,3,low,F,3,5348,Delayed,1,Low,Medium
F,Road,4,1,161,3,medium,M,3,4590,Delayed,1,Low,Medium
D,Road,5,5,246,3,medium,F,7,5167,Delayed,1,Low,Medium
F,Road,5,1,173,4,medium,F,2,4615,Delayed,1,Low,Medium
A,Road,3,2,175,2,low,M,9,4859,Delayed,1,Low,Medium
B,Road,5,1,243,3,medium,F,10,4037,Delayed,1,Low,Medium
C,Road,3,2,122,4,low,F,9,5299,On Time,0,Low,Medium
F,Road,4,2,219,2,low,F,1,5071,On Time,0,Low,Medium
D,Road,3,2,217,3,high,M,7,5910,Delayed,1,Low,Medium
F,Road,4,3,250,6,medium,M,2,4246,Delayed,1,Low,Medium
A,Road,3,3,274,3,low,F,5,5981,On Time,0,Low,Medium
B,Road,2,2,260,3,medium,F,6,4747,Delayed,1,Low,Medium
C,Road,4,4,185,2,medium,F,1,4729,Delayed,1,Low,Medium
F,Road,4,5,270,3,low,M,1,4131,Delayed,1,Low,Medium
D,Road,6,3,166,5,medium,F,3,4596,On Time,0,Low,Medium
F,Flight,4,4,160,4,low,M,1,5520,On Time,0,Low,Medium
A,Flight,3,2,247,3,low,M,3,4338,Delayed,1,Low,Medium
B,Flight,4,2,272,2,low,M,1,5703,On Time,0,Low,Medium
C,Flight,4,5,171,2,medium,F,1,4439,Delayed,1,Low,Medium
F,Flight,5,2,211,3,medium,F,8,4962,Delayed,1,Low,Medium
D,Flight,3,4,271,3,medium,M,1,4444,On Time,0,Low,Medium
F,Flight,6,4,155,5,medium,F,8,5982,Delayed,1,Low,Medium
A,Flight,4,1,220,3,medium,F,7,4552,On Time,0,Low,Medium
B,Flight,3,3,220,3,low,F,10,5234,On Time,0,Low,Medium
C,Flight,2,4,285,3,high,M,6,4427,On Time,0,Low,Medium
